Display_Title,Item_Url,Original_Price,Selling_Price,Native_Product_Id,Brand,Category,Subcategory1,Subcategory2,Subcategory3,Product_Category,Referrer_Url
x REVOLVE Carlina Dress,https://www.revolve.com/amanda-uprichard-x-revolve-carlina-dress-in-cotton-candy/dp/AMAN-WD1474/,290,290,AMAN-WD1474,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sandrine Dress,https://www.revolve.com/amanda-uprichard-sandrine-dress-in-dark-green/dp/AMAN-WD1115/,300,300,AMAN-WD1115,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Misena Dress,https://www.revolve.com/amanda-uprichard-misena-dress-in-ivory/dp/AMAN-WD2172/,246,89,AMAN-WD2172,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Emery Gown,https://www.revolve.com/nbd-emery-gown-in-salmon-pink/dp/NBDR-WD3167/,268,143,NBDR-WD3167,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Shaelyn Dress,https://www.revolve.com/amanda-uprichard-x-revolve-shaelyn-dress-in-crimson/dp/AMAN-WD2186/,246,232,AMAN-WD2186,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Camille Cross Back Mini Dress,https://www.revolve.com/shona-joy-camille-cross-back-mini-dress-in-fern-black/dp/SHON-WD562/,340,320,SHON-WD562,Shona Joy,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Alex Midi Dress,https://www.revolve.com/lovers-and-friends-alex-midi-dress-in-emerald-green/dp/LOVF-WD2297/,248,174,LOVF-WD2297,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Janya Mini Dress,https://www.revolve.com/nbd-janya-mini-dress-in-chocolate-brown/dp/NBDR-WD3229/,178,178,NBDR-WD3229,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Halley Bodycon Dress,https://www.revolve.com/superdown-halley-bodycon-dress-in-black/dp/SPDW-WD1066/,72,72,SPDW-WD1066,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Annabelle Dress,https://www.revolve.com/sau-lee-annabelle-dress-in-white/dp/SLEE-WD274/,365,365,SLEE-WD274,SAU LEE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Serene Slip Dress,https://www.revolve.com/sir-serene-slip-dress-in-sequoia-floral/dp/SIF-WD134/,520,520,SIF-WD134,SIR.,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Bea Mini Dress,https://www.revolve.com/superdown-bea-mini-dress-in-black/dp/SPDW-WD2385/,80,80,SPDW-WD2385,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Kylie Rib Dress,https://www.revolve.com/525-kylie-rib-dress-in-dark-blue/dp/525A-WD106/,179,179,525A-WD106,525,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sofia Dress,https://www.revolve.com/all-the-ways-sofia-dress-in-slate/dp/AAYR-WD121/,74,60,AAYR-WD121,ALL THE WAYS,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Dex Mini Dress,https://www.revolve.com/superdown-dex-mini-dress-in-brown-multi/dp/SPDW-WD2203/,74,74,SPDW-WD2203,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Ruth Mini Dress,https://www.revolve.com/more-to-come-ruth-mini-dress-in-blush-pink/dp/MOTO-WD413/,78,78,MOTO-WD413,MORE TO COME,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Audrey Dress,https://www.revolve.com/sau-lee-audrey-dress-in-ivory/dp/SLEE-WD29/,398,398,SLEE-WD29,SAU LEE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Cosmo Mini Dress,https://www.revolve.com/lovers-and-friends-cosmo-mini-dress-in-cabernet-red/dp/LOVF-WD4269/,248,174,LOVF-WD4269,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Rebecca Maxi Dress,https://www.revolve.com/lovers-and-friends-rebecca-maxi-dress-in-black/dp/LOVF-WD4035/,258,148,LOVF-WD4035,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Mini Dress,https://www.revolve.com/the-attico-mini-dress-in-blue/dp/ATTF-WD271/,"1,129","1,129",ATTF-WD271,THE ATTICO,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Estra Dress,https://www.revolve.com/misha-estra-dress-in-ivory/dp/MISR-WD207/,388,388,MISR-WD207,MISHA,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Barbara Gown,https://www.revolve.com/sau-lee-barbara-gown-in-hot-pink/dp/SLEE-WD288/,795,557,SLEE-WD288,SAU LEE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
X Revolve Elroy Maxi Dress,https://www.revolve.com/amanda-uprichard-x-revolve-elroy-maxi-dress-in-black/dp/AMAN-WD2227/,268,268,AMAN-WD2227,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Candela Dress,https://www.revolve.com/the-line-by-k-candela-dress-in-vanilla/dp/TLIN-WD46/,235,235,TLIN-WD46,The Line by K,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lace Butterfly Dress,https://www.revolve.com/kim-shui-lace-butterfly-dress-in-butterfly/dp/KIMR-WD4/,399,399,KIMR-WD4,Kim Shui,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
The Yasmin Dress,https://www.revolve.com/helsa-the-yasmin-dress-in-baby-yellow/dp/HLSA-WD78/,298,281,HLSA-WD78,Helsa,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Mccall Dress,https://www.revolve.com/afrm-mccall-dress-in-zebra-lime/dp/AFFM-WD366/,128,82,AFFM-WD366,AFRM,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Andi Mini Dress,https://www.revolve.com/lovers-and-friends-andi-mini-dress-in-white-navy/dp/LOVF-WD4081/,238,100,LOVF-WD4081,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Diya Mini Dress,https://www.revolve.com/nbd-diya-mini-dress-in-mauve-floral/dp/NBDR-WD3136/,228,228,NBDR-WD3136,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lang Mini Dress,https://www.revolve.com/lovers-and-friends-lang-mini-dress-in-white/dp/LOVF-WD2889/,148,148,LOVF-WD2889,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Taylor Gown,https://www.revolve.com/katie-may-taylor-gown-in-rainforest-green/dp/KATR-WD493/,298,298,KATR-WD493,Katie May,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sarah Gown,https://www.revolve.com/lovers-and-friends-sarah-gown-in-leopard/dp/LOVF-WD4290/,228,228,LOVF-WD4290,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Valentina Gown,https://www.revolve.com/house-of-harlow-1960-x-revolve-valentina-gown-in-silver/dp/HOOF-WD1028/,328,286,HOOF-WD1028,House of Harlow 1960,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Emma Maxi Dress,https://www.revolve.com/camila-coelho-emma-maxi-dress-in-dark-olive/dp/COEL-WD492/,298,298,COEL-WD492,Camila Coelho,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Kennedy Mini Dress,https://www.revolve.com/elliatt-x-revolve-kennedy-mini-dress-in-black-white/dp/ELLI-WD775/,218,218,ELLI-WD775,ELLIATT,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Artemis Gown,https://www.revolve.com/lovers-and-friends-artemis-gown-in-red/dp/LOVF-WD4256/,328,256,LOVF-WD4256,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Ella Tank Dress,https://www.revolve.com/house-of-harlow-1960-x-revolve-ella-tank-dress-in-ivory/dp/HOOF-WD22/,188,188,HOOF-WD22,House of Harlow 1960,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Tallula Maxi Dress,https://www.revolve.com/runaway-the-label-tallula-maxi-dress-in-espresso/dp/RUNR-WD108/,132,132,RUNR-WD108,Runaway The Label,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Arlo Strapless Mini Dress,https://www.revolve.com/superdown-arlo-strapless-mini-dress-in-white/dp/SPDW-WD1166/,80,80,SPDW-WD1166,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Bee Mini Dress,https://www.revolve.com/more-to-come-bee-mini-dress-in-white/dp/MOTO-WD315/,78,78,MOTO-WD315,MORE TO COME,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Jacira Gown,https://www.revolve.com/michael-costello-x-revolve-jacira-gown-in-chocolate-brown/dp/MELR-WD1130/,298,298,MELR-WD1130,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Elie Dress,https://www.revolve.com/saylor-elie-dress-in-rose-gold/dp/SAYR-WD548/,231,231,SAYR-WD548,SAYLOR,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lory Dress,https://www.revolve.com/delfi-lory-dress-in-black/dp/DELR-WD68/,297,297,DELR-WD68,DELFI,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Island Nights Tube Dress,https://www.revolve.com/show-me-your-mumu-island-nights-tube-dress-in-black-white-stripe-knit/dp/SHOW-WD719/,178,116,SHOW-WD719,Show Me Your Mumu,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Marl Eyelet Hooded Dress,https://www.revolve.com/jaded-london-marl-eyelet-hooded-dress-in-grey/dp/JLON-WD69/,130,130,JLON-WD69,Jaded London,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Brooklyn Velour Midi Dress,https://www.revolve.com/bardot-brooklyn-velour-midi-dress-in-black/dp/BARD-WD836/,167,167,BARD-WD836,Bardot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Jasmine Dress,https://www.revolve.com/nia-jasmine-dress-in-tigerlily/dp/NIAR-WD8/,118,97,NIAR-WD8,NIA,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Diana Dress,https://www.revolve.com/norma-kamali-diana-dress-in-true-navy/dp/NKAM-WD395/,205,205,NKAM-WD395,Norma Kamali,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Chandra Mini Dress,https://www.revolve.com/majorelle-chandra-mini-dress-in-oxblood/dp/MALR-WD1511/,218,218,MALR-WD1511,MAJORELLE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Poppy Mini Dress,https://www.revolve.com/for-love-lemons-poppy-mini-dress-in-ivory/dp/FORL-WD1090/,289,289,FORL-WD1090,For Love & Lemons,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Patrece Lace Mini Dress,https://www.revolve.com/superdown-patrece-lace-mini-dress-in-black-gold/dp/SPDW-WD2054/,78,78,SPDW-WD2054,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Leona Mini,https://www.revolve.com/nookie-leona-mini-in-wine/dp/NKIE-WD629/,319,319,NKIE-WD629,Nookie,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sandi Mini Dress,https://www.revolve.com/more-to-come-sandi-mini-dress-in-ivory/dp/MOTO-WD350/,82,82,MOTO-WD350,MORE TO COME,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Maeve Maxi Dress,https://www.revolve.com/more-to-come-maeve-maxi-dress-in-white/dp/MOTO-WD445/,98,98,MOTO-WD445,MORE TO COME,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Aria Dress,https://www.revolve.com/steve-madden-aria-dress-in-vintage-blue/dp/SMAD-WD261/,89,89,SMAD-WD261,Steve Madden,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Tahlia Dress,https://www.revolve.com/sndys-tahlia-dress-in-chocolate/dp/SDYS-WD109/,87,87,SDYS-WD109,SNDYS,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Ella Shirt Dress,https://www.revolve.com/ow-collection-ella-shirt-dress-in-tan/dp/OWIR-WD21/,110,110,OWIR-WD21,OW Collection,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Rochelle Dress,https://www.revolve.com/michael-costello-x-revolve-rochelle-dress-in-ivory/dp/MELR-WD1016/,238,224,MELR-WD1016,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Campano,https://www.revolve.com/maygel-coronel-campano-in-crimson/dp/MAYR-WD33/,600,600,MAYR-WD33,Maygel Coronel,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sorella Ramie Mini Dress,https://www.revolve.com/bardot-sorella-ramie-mini-dress-in-blue-floral/dp/BARD-WD743/,129,101,BARD-WD743,Bardot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Bianca Open Back Dress,https://www.revolve.com/more-to-come-bianca-open-back-dress-in-blush/dp/MOTO-WD448/,78,78,MOTO-WD448,MORE TO COME,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
James Dress,https://www.revolve.com/retrofete-james-dress-in-coated-port/dp/ROFR-WD824/,345,345,ROFR-WD824,retrofete,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Rosalie Stripe Ruffle Dress,https://www.revolve.com/superdown-rosalie-stripe-ruffle-dress-in-blue-stripe/dp/BTWR-WD435/,70,70,BTWR-WD435,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Cleo Gown,https://www.revolve.com/lovers-and-friends-cleo-gown-in-light-pink/dp/LOVF-WD4029/,288,271,LOVF-WD4029,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Camille Mini Dress,https://www.revolve.com/for-love-lemons-camille-mini-dress-in-black/dp/FORL-WD1273/,198,125,FORL-WD1273,For Love & Lemons,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Luiza Sequin Maxi Dress,https://www.revolve.com/camila-coelho-luiza-sequin-maxi-dress-in-silver-floral/dp/COEL-WD427/,268,268,COEL-WD427,Camila Coelho,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Adira Mini Dress,https://www.revolve.com/for-love-lemons-adira-mini-dress-in-blue/dp/FORL-WD1342/,198,198,FORL-WD1342,For Love & Lemons,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Freya Midi Dress,https://www.revolve.com/lpa-freya-midi-dress-in-dusty-pearl/dp/LPAR-WD842/,298,188,LPAR-WD842,LPA,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Angled Rib Mock Halter Midi,https://www.revolve.com/good-american-angled-rib-mock-halter-midi-in-team-cardinal001/dp/GAME-WD10/,140,79,GAME-WD10,Good American,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Jaxie Mini Dress,https://www.revolve.com/superdown-jaxie-mini-dress-in-black/dp/SPDW-WD2366/,88,88,SPDW-WD2366,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Lora Broderie Maxi Dress,https://www.revolve.com/bardot-lora-broderie-maxi-dress-in-yellow-floral/dp/BARD-WD908/,169,169,BARD-WD908,Bardot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Bianca Mini Dress,https://www.revolve.com/superdown-bianca-mini-dress-in-black/dp/SPDW-WD2599/,78,78,SPDW-WD2599,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Vani Mini Dress,https://www.revolve.com/nbd-vani-mini-dress-in-black/dp/NBDR-WD3009/,318,318,NBDR-WD3009,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Evelyn Dress,https://www.revolve.com/all-the-ways-evelyn-dress-in-nude/dp/AAYR-WD104/,72,72,AAYR-WD104,ALL THE WAYS,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Adore 2Way Dress,https://www.revolve.com/nookie-adore-2way-dress-in-white/dp/NKIE-WD429/,429,429,NKIE-WD429,Nookie,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sorella Midi Dress,https://www.revolve.com/bardot-sorella-midi-dress-in-lime/dp/BARD-WD766/,169,115,BARD-WD766,Bardot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Strapless Dress to Knee Dress,https://www.revolve.com/norma-kamali-x-revolve-strapless-dress-to-knee-dress-in-red/dp/NKAM-WD121/,195,195,NKAM-WD121,Norma Kamali,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Amalie Skirt Set,https://www.revolve.com/superdown-amalie-skirt-set-in-white/dp/SPDW-WD2585/,98,98,SPDW-WD2585,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
X Revolve Grace Strapless Mini Dress,https://www.revolve.com/norma-kamali-x-revolve-grace-strapless-mini-dress-in-butter-yellow/dp/NKAM-WD619/,195,82,NKAM-WD619,Norma Kamali,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Flavia Dress,https://www.revolve.com/bash-flavia-dress-in-gold/dp/BAAN-WD52/,375,113,BAAN-WD52,ba&sh,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Elayne Faux Leather Dress,https://www.revolve.com/superdown-elayne-faux-leather-dress-in-black/dp/SPDW-WD2714/,74,52,SPDW-WD2714,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Auburn Sweater Dress,https://www.revolve.com/lpa-auburn-sweater-dress-in-chocolate/dp/LPAR-WD634/,188,188,LPAR-WD634,LPA,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Headliner Maxi Dress,https://www.revolve.com/line-dot-headliner-maxi-dress-in-magenta/dp/LEAX-WD472/,161,120,LEAX-WD472,Line & Dot,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Crinkled Velvet Backless Dress,https://www.revolve.com/nbd-crinkled-velvet-backless-dress-in-black/dp/NBDR-WD3261/,268,118,NBDR-WD3261,NBD,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Jobelle Maxi Dress,https://www.revolve.com/superdown-jobelle-maxi-dress-in-black-multi/dp/SPDW-WD2633/,88,88,SPDW-WD2633,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Jodie Dress,https://www.revolve.com/sau-lee-jodie-dress-in-dynasty-pink/dp/SLEE-WD375/,425,425,SLEE-WD375,SAU LEE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Bysha Maxi Dress,https://www.revolve.com/solace-london-bysha-maxi-dress-in-black/dp/SOLA-WD111/,545,545,SOLA-WD111,SOLACE London,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Raya Midi Dress,https://www.revolve.com/lovers-and-friends-raya-midi-dress-in-black/dp/LOVF-WD3493/,228,228,LOVF-WD3493,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Carly Fringe Mini Dress,https://www.revolve.com/superdown-carly-fringe-mini-dress-in-black/dp/SPDW-WD1336/,108,108,SPDW-WD1336,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Mia Drape Slit Dress,https://www.revolve.com/superdown-mia-drape-slit-dress-in-white/dp/SPDW-WD1313/,78,78,SPDW-WD1313,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
x REVOLVE Louisa Gown,https://www.revolve.com/michael-costello-x-revolve-louisa-gown-in-black/dp/MELR-WD1101/,298,298,MELR-WD1101,Michael Costello,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Chrissy Slit Maxi Dress,https://www.revolve.com/superdown-chrissy-slit-maxi-dress-in-black/dp/SPDW-WD2090/,98,55,SPDW-WD2090,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Sidrit Gown,https://www.revolve.com/katie-may-sidrit-gown-in-grape/dp/KATR-WD351/,325,228,KATR-WD351,Katie May,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Ballari Knit Dress,https://www.revolve.com/ronny-kobo-ballari-knit-dress-in-cerulean/dp/RONR-WD668/,538,506,RONR-WD668,Ronny Kobo,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Registry Gown,https://www.revolve.com/elliatt-registry-gown-in-ivory/dp/ELLI-WD585/,330,330,ELLI-WD585,ELLIATT,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Madeleine Dress,https://www.revolve.com/bronx-and-banco-madeleine-dress-in-white/dp/BROR-WD117/,460,460,BROR-WD117,Bronx and Banco,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Isidora Strapless Mini Dress,https://www.revolve.com/superdown-isidora-strapless-mini-dress-in-blue/dp/SPDW-WD2097/,88,88,SPDW-WD2097,superdown,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Libbie Gown,https://www.revolve.com/majorelle-libbie-gown-in-light-blue/dp/MALR-WD1421/,238,224,MALR-WD1421,MAJORELLE,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Russo Dress,https://www.revolve.com/amanda-uprichard-russo-dress-in-white-check/dp/AMAN-WD1445/,216,204,AMAN-WD1445,Amanda Uprichard,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Tamarin Sweater Dress,https://www.revolve.com/lovers-and-friends-tamarin-sweater-dress-in-black/dp/LOVF-WD2808/,168,168,LOVF-WD2808,Lovers and Friends,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
Saria Midi Dress,https://www.revolve.com/significant-other-saria-midi-dress-in-midnight/dp/SIGR-WD196/,210,198,SIGR-WD196,Significant Other,Women,Western,Dresses and Jumpsuits,Dresses,Clothing,https://www.revolve.com/content/products/lazyLoadProductsRevolve?dresses
